x,y,z,Bx,By,Bz
-19051.0,-19053.0,0.0,2.1643386,5.5954156,-1.8998687
-19051.0,-18553.0,0.0,2.4150162,5.844789,-1.9364167
-19051.0,-18053.0,0.0,2.6845999,6.1008353,-1.9659058
-19051.0,-17553.0,0.0,2.9743938,6.3623214,-1.988865
-19051.0,-17053.0,0.0,3.2868857,6.6262107,-2.0070786
-19051.0,-16553.0,0.0,3.6250725,6.88893,-2.0233474
-19051.0,-16053.0,0.0,3.9915845,7.1478033,-2.040661
-19051.0,-15553.0,0.0,4.3879275,7.40217,-2.0610902
-19051.0,-15053.0,0.0,4.8143826,7.653444,-2.0848198
-19051.0,-14553.0,0.0,5.27061,7.904193,-2.1100144
-19051.0,-14053.0,0.0,5.7564626,8.1562195,-2.133121
-19051.0,-13553.0,0.0,6.2730083,8.40899,-2.1500998
-19051.0,-13053.0,0.0,6.8227696,8.658728,-2.157456
-19051.0,-12553.0,0.0,7.4094234,8.898499,-2.153396
-19051.0,-12053.0,0.0,8.03672,9.119676,-2.1379893
-19051.0,-11553.0,0.0,8.707293,9.313253,-2.1130805
-19051.0,-11053.0,0.0,9.421368,9.471594,-2.0812244
-19051.0,-10553.0,0.0,10.176485,9.5891285,-2.0451586
-19051.0,-10053.0,0.0,10.967326,9.66231,-2.006621
-19051.0,-9553.0,0.0,11.78647,9.688882,-1.9660175
-19051.0,-9053.0,0.0,12.625638,9.666881,-1.9225444
-19051.0,-8553.0,0.0,13.476453,9.593621,-1.8744955
-19051.0,-8053.0,0.0,14.331101,9.465384,-1.8200552
-19051.0,-7553.0,0.0,15.182594,9.277523,-1.7580044
-19051.0,-7053.0,0.0,16.024197,9.025358,-1.6881353
-19051.0,-6553.0,0.0,16.849188,8.704976,-1.6116112
-19051.0,-6053.0,0.0,17.650423,8.314428,-1.5308197
-19051.0,-5553.0,0.0,18.419765,7.853989,-1.4487418
-19051.0,-5053.0,0.0,19.148476,7.3265014,-1.3686514
-19051.0,-4553.0,0.0,19.827236,6.7368774,-1.2932953
-19051.0,-4053.0,0.0,20.4468,6.091505,-1.2247839
-19051.0,-3553.0,0.0,20.998196,5.397447,-1.164093
-19051.0,-3053.0,0.0,21.473783,4.6620803,-1.1115801
-19051.0,-2553.0,0.0,21.867163,3.8926506,-1.0669055
-19051.0,-2053.0,0.0,22.173725,3.0963404,-1.0294732
-19051.0,-1553.0,0.0,22.390707,2.2803674,-0.9987671
-19051.0,-1053.0,0.0,22.51704,1.4521183,-0.9743385
-19051.0,-553.0,0.0,22.553276,0.61946326,-0.9560756
-19051.0,-53.0,0.0,22.50115,-0.20941769,-0.94399637
-19051.0,447.0,0.0,22.363548,-1.0260385,-0.9385162
-19051.0,947.0,0.0,22.143948,-1.8219289,-0.9400258
-19051.0,1447.0,0.0,21.846535,-2.5888147,-0.9490478
-19051.0,1947.0,0.0,21.476013,-3.3191617,-0.9660065
-19051.0,2447.0,0.0,21.037567,-4.0064754,-0.99092644
-19051.0,2947.0,0.0,20.537222,-4.6456666,-1.0234257
-19051.0,3447.0,0.0,19.981596,-5.2333474,-1.0625955
-19051.0,3947.0,0.0,19.377882,-5.7677803,-1.1068301
-19051.0,4447.0,0.0,18.73391,-6.248796,-1.1544056
-19051.0,4947.0,0.0,18.057592,-6.6774173,-1.2034415
-19051.0,5447.0,0.0,17.356926,-7.055368,-1.2524529
-19051.0,5947.0,0.0,16.639591,-7.3846264,-1.3003253
-19051.0,6447.0,0.0,15.9127035,-7.6672697,-1.3465363
-19051.0,6947.0,0.0,15.182778,-7.9050884,-1.390858
-19051.0,7447.0,0.0,14.455346,-8.099741,-1.4333329
-19051.0,7947.0,0.0,13.735099,-8.252869,-1.4740101
-19051.0,8447.0,0.0,13.026047,-8.365943,-1.5128427
-19051.0,8947.0,0.0,12.331183,-8.440719,-1.5495336
-19051.0,9447.0,0.0,11.653092,-8.479004,-1.5836341
-19051.0,9947.0,0.0,10.993588,-8.482872,-1.6145412
-19051.0,10447.0,0.0,10.354092,-8.454604,-1.6416072
-19051.0,10947.0,0.0,9.7358055,-8.396627,-1.664314
-19051.0,11447.0,0.0,9.139553,-8.3114805,-1.6822375
-19051.0,11947.0,0.0,8.565972,-8.2019,-1.6951385
-19051.0,12447.0,0.0,8.01555,-8.070589,-1.7030596
-19051.0,12947.0,0.0,7.488502,-7.920346,-1.7062284
-19051.0,13447.0,0.0,6.985092,-7.753957,-1.7050247
-19051.0,13947.0,0.0,6.505325,-7.57424,-1.7000448
-19051.0,14447.0,0.0,6.0491686,-7.383965,-1.6919405
-19051.0,14947.0,0.0,5.6162686,-7.185892,-1.681371
-19051.0,15447.0,0.0,5.206525,-6.9828076,-1.6689411
-19051.0,15947.0,0.0,4.819398,-6.7772713,-1.6552652
-19051.0,16447.0,0.0,4.454335,-6.571967,-1.6408055
-19051.0,16947.0,0.0,4.1107306,-6.369298,-1.6257495
-19051.0,17447.0,0.0,3.7879174,-6.171609,-1.6102647
-19051.0,17947.0,0.0,3.4850838,-5.9809723,-1.5942484
-19051.0,18447.0,0.0,3.2013867,-5.7993484,-1.5774081
-19051.0,18947.0,0.0,2.935979,-5.628422,-1.5592836
-19051.0,19447.0,0.0,2.6879385,-5.469545,-1.5392029
-19051.0,19947.0,0.0,2.4563835,-5.3240137,-1.5163621
-18551.0,-20053.0,0.0,1.6645999,5.3117805,-1.871608
-18551.0,-19553.0,0.0,1.8748081,5.573669,-1.9235849
-18551.0,-19053.0,0.0,2.107176,5.837942,-1.9701153
-18551.0,-18553.0,0.0,2.3614314,6.107539,-2.0104597
-18551.0,-18053.0,0.0,2.637547,6.384345,-2.0436134
-18551.0,-17553.0,0.0,2.9366534,6.668395,-2.0693886
-18551.0,-17053.0,0.0,3.2609408,6.957691,-2.088844
-18551.0,-16553.0,0.0,3.6134644,7.248865,-2.1043065
-18551.0,-16053.0,0.0,3.9973304,7.5387325,-2.1189873
-18551.0,-15553.0,0.0,4.414913,7.825409,-2.135745
-18551.0,-15053.0,0.0,4.8674426,8.109232,-2.15629
-18551.0,-14553.0,0.0,5.3549633,8.392118,-2.1800556
-18551.0,-14053.0,0.0,5.8773265,8.676412,-2.2043302
-18551.0,-13553.0,0.0,6.434955,8.96282,-2.225025
-18551.0,-13053.0,0.0,7.029512,9.249001,-2.2374659
-18551.0,-12553.0,0.0,7.664,9.529029,-2.237986
-18551.0,-12053.0,0.0,8.34232,9.794066,-2.2246654
-18551.0,-11553.0,0.0,9.067746,10.033761,-2.1975167
-18551.0,-11053.0,0.0,9.842104,10.237985,-2.1583893
-18551.0,-10553.0,0.0,10.664464,10.398199,-2.109952
-18551.0,-10053.0,0.0,11.530938,10.508078,-2.0549533
-18551.0,-9553.0,0.0,12.434869,10.563362,-1.9954685
-18551.0,-9053.0,0.0,13.367579,10.561113,-1.9323479
-18551.0,-8553.0,0.0,14.319383,10.498575,-1.8653708
-18551.0,-8053.0,0.0,15.28052,10.372521,-1.7937173
-18551.0,-7553.0,0.0,16.241533,10.17892,-1.7163379
-18551.0,-7053.0,0.0,17.193523,9.913353,-1.6329559
-18551.0,-6553.0,0.0,18.12778,9.571841,-1.5441918
-18551.0,-6053.0,0.0,19.035446,9.151869,-1.4516851
-18551.0,-5553.0,0.0,19.907145,8.653044,-1.3579233
-18551.0,-5053.0,0.0,20.732916,8.077505,-1.2657559
-18551.0,-4553.0,0.0,21.50239,7.429955,-1.1778182
-18551.0,-4053.0,0.0,22.20501,6.7168393,-1.0962583
-18551.0,-3553.0,0.0,22.830791,5.946108,-1.0224923
-18551.0,-3053.0,0.0,23.370577,5.1262712,-0.9573105
-18551.0,-2553.0,0.0,23.816732,4.266242,-0.90106595
-18551.0,-2053.0,0.0,24.163437,3.3750513,-0.8538746
-18551.0,-1553.0,0.0,24.406876,2.4618547,-0.8156249
-18551.0,-1053.0,0.0,24.545353,1.5359448,-0.78639936
-18551.0,-553.0,0.0,24.579048,0.60675657,-0.76611996
-18551.0,-53.0,0.0,24.510153,-0.31609172,-0.75492734
-18551.0,447.0,0.0,24.341887,-1.2231537,-0.75275224
-18551.0,947.0,0.0,24.07887,-2.1050234,-0.7596393
