x,y,z,Bx,By,Bz
-20051,-20053,0,5.69962414305346,3.18848327818295,-2.15894856072166
-20051,-19053,0,1.17027273626666,5.19812699147627,0.904783720390002
-20051,-18053,0,-0.97768697604364,5.36537231365916,1.96562339819252
-20051,-17053,0,1.92061755900875,7.7385900895915,-6.45917375319619
-20051,-16053,0,7.00230423652584,9.25778216517936,-3.58781796119214
-20051,-15053,0,4.00497330890166,6.07884644604934,4.74650851784705
-20051,-14053,0,5.92830744116231,7.15443824977688,2.35419918892911
-20051,-13053,0,4.33140507500056,8.46846554056785,-4.8759451266504
-20051,-12053,0,6.908458788317,8.56480463375538,-6.00123942528919
-20051,-11053,0,9.96571786044904,4.86016652075168,-3.1516848969334
-20051,-10053,0,10.6097281593763,7.29757021360725,3.34539469576131
-20051,-9053,0,8.99929545816597,7.73921980017059,-4.33562922027123
-20051,-8053,0,12.8199897115122,6.36148776998407,-1.7440381321959
-20051,-7053,0,16.5858169261755,5.36703805886335,1.17731647839351
-20051,-6053,0,14.6033719843219,4.40221154380474,-6.57230900737022
-20051,-5053,0,17.4274283189526,6.87173247601682,-0.449549288510839
-20051,-4053,0,13.4701897383242,3.5454959113674,-2.69503022223557
-20051,-3053,0,19.8159991948423,2.1220023782811,0.561817195868362
-20051,-2053,0,20.1645696539435,1.64671793958548,-2.6476700223318
-20051,-1053,0,21.535532876548,3.16700644807785,0.10998786796206
-20051,-53,0,20.5621619637065,1.2626093874427,-0.275417581784504
-20051,947,0,18.5646003794181,-1.54959285477192,-4.3556739294822
-20051,1947,0,20.5981634241405,-2.80463100848993,-4.62288578864114
-20051,2947,0,16.3130939393356,-2.85552441194817,-2.52040155007641
-20051,3947,0,16.2172662418989,-7.0663383368085,-3.37131632569496
-20051,4947,0,17.044925858206,-7.0476761876809,1.03890407981026
-20051,5947,0,17.1408675063039,-6.98525557010471,2.51947745816645
-20051,6947,0,19.4238780981172,-8.65487864345333,-1.68273616707308
-20051,7947,0,11.8031862925212,-7.6809965177365,-0.224105067953547
-20051,8947,0,12.2903956501966,-5.26558999459456,-0.858323698425457
-20051,9947,0,11.0392301559121,-7.02978359380857,0.476095096637464
-20051,10947,0,6.84798776951549,-7.8350329855699,-2.04809459257515
-20051,11947,0,7.51999387147388,-4.10565042659404,-3.25146932944917
-20051,12947,0,6.25322064689353,-8.26224810053004,-3.35874090866974
-20051,13947,0,4.20805225140867,-8.75452253472035,-1.3274132131816
-20051,14947,0,9.8068859253948,-6.00859676465953,-1.8476185387739
-20051,15947,0,4.95966360154731,-5.61401645030971,-2.27337852866256
-20051,16947,0,5.00142257272283,-8.33535708257132,-4.70683459916928
-20051,17947,0,5.77519843206193,-5.89928529684918,-0.104289296681414
-20051,18947,0,2.50266613805252,-4.67958280747485,-3.84986417577387
-20051,19947,0,4.40745730487671,-3.71299866272811,-4.30601716352241
-19051,-20053,0,1.27821486968956,6.0085744540996,-2.95821647807485
-19051,-19053,0,5.11988005391932,4.54113454415696,-3.79338628811269
